attitude,configuration,observable,figure,mismatch,resolution,x_px,y_px
free,s_l_0_4,trim,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,570.520,2770.370
free,s_l_0_4,trim,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,631.380,2749.710
free,s_l_0_4,trim,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1095.310,2671.390
free,s_l_0_4,trim,174,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1382.495,2425.525
free,s_l_0_4,trim,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1693.590,2412.530
free,s_l_0_4,trim,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2076.190,2357.730
free,s_l_0_4,trim,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2314.960,2333.930
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,580.140,1193.690
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,638.140,1204.160
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,643.360,1242.380
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,694.930,1223.080
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,702.140,1241.830
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,743.900,1224.680
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,756.880,1243.710
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,791.890,1211.410
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,816.110,1225.460
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,818.080,1208.710
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,836.660,1217.900
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,861.430,1197.420
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,874.930,1200.670
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,977.150,1144.540
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1105.600,1007.340
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1118.640,982.950
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1162.040,863.500
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1201.050,779.970
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1337.250,727.640
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1355.000,1265.230
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1394.840,753.470
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1472.380,820.570
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1546.170,850.970
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1546.470,872.550
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1624.150,908.080
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1722.560,954.840
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1974.230,1054.360
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2325.600,1132.700
free,s_l_0_5,ct,177,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2328.530,1112.080
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,646.000,1498.000
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,705.000,1496.000
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,753.000,1483.000
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,798.000,1455.000
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,823.000,1448.000
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,843.000,1453.000
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,868.000,1442.000
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,892.000,1411.000
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,920.000,1379.000
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,937.000,1369.000
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,964.000,1374.000
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1011.000,1366.000
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1032.000,1335.000
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1053.000,1339.000
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1080.000,1299.000
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1102.000,1271.000
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1123.000,1193.000
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1146.000,1178.000
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1171.000,1149.000
free,s_l_0_5,cwp,179,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1206.931,1104.928
free,s_l_0_5,cwp,179,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1241.753,1006.667
free,s_l_0_5,cwp,179,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1278.575,926.367
free,s_l_0_5,cwp,179,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1314.105,866.667
free,s_l_0_5,cwp,179,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2335.000,1355.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,576.000,2834.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,693.000,2809.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,787.000,2773.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,832.000,2742.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,881.000,2729.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,907.000,2706.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,972.000,2672.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,999.000,2636.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1045.000,2597.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1068.000,2555.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1093.000,2520.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1298.000,2459.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1328.000,2454.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1538.000,2553.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1572.000,2605.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1644.000,2622.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1734.000,2613.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1771.000,2606.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1946.000,2682.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1966.000,2703.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2112.000,2780.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2199.000,2818.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2315.000,2846.000
free,s_l_0_5,sinkage_over_draught,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2318.000,2815.000
free,s_l_0_5,trim,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,572.540,2861.630
free,s_l_0_5,trim,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,867.120,2854.040
free,s_l_0_5,trim,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,925.900,2871.670
free,s_l_0_5,trim,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,983.330,2892.250
free,s_l_0_5,trim,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1041.980,2852.220
free,s_l_0_5,trim,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1043.190,2838.240
free,s_l_0_5,trim,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1098.140,2757.190
free,s_l_0_5,trim,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1098.880,2785.040
free,s_l_0_5,trim,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1386.520,2527.120
free,s_l_0_5,trim,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1462.470,2547.690
free,s_l_0_5,trim,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1537.790,2531.450
free,s_l_0_5,trim,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1538.180,2509.010
free,s_l_0_5,trim,178,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1695.464,2552.219
free,s_l_0_5,trim,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1734.950,2493.230
free,s_l_0_5,trim,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1735.180,2474.250
free,s_l_0_5,trim,178,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1771.516,2537.094
free,s_l_0_5,trim,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1849.250,2509.270
free,s_l_0_5,trim,178,pass_a_missing,accepted_pass_b_after_source_curve_recheck,2083.232,2490.202
free,s_l_0_5,trim,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2316.830,2419.410
free,s_l_0_5,trim,178,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2317.450,2452.320
