point_id,config,quantity,figure,pdf_page,printed_page,x_px,y_px,fn,value,fn_digitization_uncertainty,value_digitization_uncertainty,center_uncertainty_px,axis_x_left_px,axis_x_right_px,axis_y_top_px,axis_y_bottom_px,axis_value_top,axis_value_bottom,method,status
fig165-ct-036,S/L=0.2,CT,165,270,260,1487.676,548.444,0.5558507,0.0112711002,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-037,S/L=0.2,CT,165,270,260,1499.500,567.777,0.5615323,0.0111130271,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-038,S/L=0.2,CT,165,270,260,1586.844,649.511,0.6035024,0.010444717,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-039,S/L=0.2,CT,165,270,260,1641.000,717.500,0.6295248,0.00988879804,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-040,S/L=0.2,CT,165,270,260,1702.088,807.673,0.6588786,0.00915149169,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-041,S/L=0.2,CT,165,270,260,1759.667,871.364,0.6865456,0.00863071434,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-042,S/L=0.2,CT,165,270,260,1828.937,922.524,0.7198307,0.00821239731,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-043,S/L=0.2,CT,165,270,260,1896.514,958.189,0.7523023,0.00792077523,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-044,S/L=0.2,CT,165,270,260,1897.424,948.606,0.7527399,0.00799913278,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig167-cwp-001,S/L=0.2,CWP,167,271,261,704.906,1491.874,0.1865581,0.000181807384,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-002,S/L=0.2,CWP,167,271,261,748.000,1491.000,0.2071770,0.000188679245,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig167-cwp-003,S/L=0.2,CWP,167,271,261,796.755,1488.239,0.2305049,0.000210382377,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-004,S/L=0.2,CWP,167,271,261,821.930,1468.467,0.2425500,0.000365825783,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-005,S/L=0.2,CWP,167,271,261,847.000,1410.000,0.2545455,0.000825471698,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig167-cwp-006,S/L=0.2,CWP,167,271,261,864.000,1442.000,0.2626794,0.000573899371,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig167-cwp-007,S/L=0.2,CWP,167,271,261,887.000,1458.000,0.2736842,0.000448113208,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig167-cwp-008,S/L=0.2,CWP,167,271,261,912.031,1438.903,0.2856606,0.000598246374,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-009,S/L=0.2,CWP,167,271,261,935.836,1399.718,0.2970508,0.0009063012,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-010,S/L=0.2,CWP,167,271,261,961.866,1316.521,0.3095053,0.0015603725,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-011,S/L=0.2,CWP,167,271,261,995.730,1295.114,0.3257082,0.00172866389,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-012,S/L=0.2,CWP,167,271,261,1008.808,1317.641,0.3319656,0.00155156121,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-013,S/L=0.2,CWP,167,271,261,1031.648,1320.401,0.3428939,0.00152986557,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-014,S/L=0.2,CWP,167,271,261,1054.016,1337.333,0.3535960,0.00139675052,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-015,S/L=0.2,CWP,167,271,261,1080.000,1354.000,0.3660287,0.00126572327,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig167-cwp-016,S/L=0.2,CWP,167,271,261,1103.000,1356.000,0.3770335,0.00125,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig167-cwp-017,S/L=0.2,CWP,167,271,261,1133.008,1345.735,0.3913913,0.00133070041,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-018,S/L=0.2,CWP,167,271,261,1150.332,1281.601,0.3996804,0.00183489945,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-019,S/L=0.2,CWP,167,271,261,1172.591,1188.191,0.4103309,0.0025692493,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-020,S/L=0.2,CWP,167,271,261,1217.400,1129.655,0.4317703,0.0030294454,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-021,S/L=0.2,CWP,167,271,261,1238.306,1200.021,0.4417731,0.00247625216,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-022,S/L=0.2,CWP,167,271,261,1244.000,818.000,0.4444976,0.00547955975,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig167-cwp-023,S/L=0.2,CWP,167,271,261,1244.723,833.810,0.4448437,0.0053552637,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-024,S/L=0.2,CWP,167,271,261,1260.000,1206.000,0.4521531,0.00242924528,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig167-cwp-025,S/L=0.2,CWP,167,271,261,1285.456,1127.408,0.4643332,0.00304710875,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-026,S/L=0.2,CWP,167,271,261,1306.464,634.072,0.4743847,0.00692553504,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-027,S/L=0.2,CWP,167,271,261,1306.667,1108.350,0.4744817,0.00319693396,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-028,S/L=0.2,CWP,167,271,261,1354.000,1079.000,0.4971292,0.00342767296,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig167-cwp-029,S/L=0.2,CWP,167,271,261,1358.325,591.416,0.4991985,0.00726088004,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-030,S/L=0.2,CWP,167,271,261,1395.811,1115.374,0.5171343,0.00314171552,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-031,S/L=0.2,CWP,167,271,261,1420.031,531.255,0.5287229,0.00773384571,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-032,S/L=0.2,CWP,167,271,261,1445.440,1119.403,0.5408803,0.00311004106,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-033,S/L=0.2,CWP,167,271,261,1487.702,716.781,0.5611016,0.0062753035,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-034,S/L=0.2,CWP,167,271,261,1517.338,1150.729,0.5752814,0.00286376909,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-035,S/L=0.2,CWP,167,271,261,1557.741,743.737,0.5946128,0.00606338543,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-036,S/L=0.2,CWP,167,271,261,1572.755,1152.281,0.6017967,0.00285156751,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-037,S/L=0.2,CWP,167,271,261,1629.957,1191.377,0.6291658,0.00254420746,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-038,S/L=0.2,CWP,167,271,261,1690.142,1244.396,0.6579628,0.00212739343,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-039,S/L=0.2,CWP,167,271,261,1748.785,1235.361,0.6860217,0.00219842,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-040,S/L=0.2,CWP,167,271,261,1819.039,1293.297,0.7196358,0.00174294486,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig167-cwp-041,S/L=0.2,CWP,167,271,261,1886.767,1297.964,0.7520415,0.00170625687,0.0020,5e-05,5.0,524,2405,243,1515,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig169-ct-001,S/L=0.3,CT,169,272,262,605.613,1221.548,0.1303722,0.00569222966,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-002,S/L=0.3,CT,169,272,262,721.190,1212.560,0.1855549,0.00576289308,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-003,S/L=0.3,CT,169,272,262,742.366,1235.670,0.1956655,0.0055812135,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-004,S/L=0.3,CT,169,272,262,752.690,1217.810,0.2005945,0.00572161679,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-005,S/L=0.3,CT,169,272,262,779.830,1240.102,0.2135526,0.00554636578,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-006,S/L=0.3,CT,169,272,262,800.283,1248.868,0.2233182,0.00547745342,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-007,S/L=0.3,CT,169,272,262,800.634,1230.575,0.2234859,0.00562126866,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-008,S/L=0.3,CT,169,272,262,813.094,1267.336,0.2294348,0.00533226753,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-009,S/L=0.3,CT,169,272,262,813.642,1248.575,0.2296962,0.00547975258,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-010,S/L=0.3,CT,169,272,262,847.667,1190.641,0.2459416,0.00593521206,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-011,S/L=0.3,CT,169,272,262,866.932,1203.368,0.2551398,0.005835161,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-012,S/L=0.3,CT,169,272,262,873.404,1227.212,0.2582300,0.00564770803,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-013,S/L=0.3,CT,169,272,262,884.596,1220.532,0.2635736,0.00570022079,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-014,S/L=0.3,CT,169,272,262,906.267,1274.167,0.2739204,0.00527856394,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-015,S/L=0.3,CT,169,272,262,912.633,1205.408,0.2769599,0.00581911821,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-016,S/L=0.3,CT,169,272,262,982.151,1062.925,0.3101516,0.00693927258,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-017,S/L=0.3,CT,169,272,262,1003.167,1071.167,0.3201857,0.00687447589,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-018,S/L=0.3,CT,169,272,262,1011.527,1085.436,0.3241775,0.00676229274,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-019,S/L=0.3,CT,169,272,262,1011.683,1269.885,0.3242517,0.00531222787,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-020,S/L=0.3,CT,169,272,262,1021.684,1100.500,0.3290269,0.00664386792,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-021,S/L=0.3,CT,169,272,262,1047.500,1128.310,0.3413528,0.00642523314,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-022,S/L=0.3,CT,169,272,262,1069.593,1196.139,0.3519010,0.00589198987,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-023,S/L=0.3,CT,169,272,262,1093.898,1204.746,0.3635058,0.00582432576,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-024,S/L=0.3,CT,169,272,262,1180.266,882.969,0.4047422,0.00835401926,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-025,S/L=0.3,CT,169,272,262,1237.282,631.197,0.4319647,0.0103333555,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-026,S/L=0.3,CT,169,272,262,1286.875,532.950,0.4556432,0.011105739,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-027,S/L=0.3,CT,169,272,262,1298.869,525.131,0.4613698,0.0111672095,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-028,S/L=0.3,CT,169,272,262,1329.349,524.205,0.4759228,0.0111744904,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-029,S/L=0.3,CT,169,272,262,1329.506,485.655,0.4759974,0.0114775537,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-030,S/L=0.3,CT,169,272,262,1356.206,539.662,0.4887455,0.0110529735,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-031,S/L=0.3,CT,169,272,262,1375.787,566.064,0.4980947,0.0108454101,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-032,S/L=0.3,CT,169,272,262,1377.135,528.500,0.4987380,0.0111407233,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-033,S/L=0.3,CT,169,272,262,1415.260,612.041,0.5169412,0.0104839536,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-034,S/L=0.3,CT,169,272,262,1491.405,709.446,0.5532970,0.00971819225,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-035,S/L=0.3,CT,169,272,262,1511.500,755.000,0.5628912,0.00936006289,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-036,S/L=0.3,CT,169,272,262,1568.617,801.290,0.5901619,0.00899615,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-037,S/L=0.3,CT,169,272,262,1585.928,812.919,0.5984271,0.00890472548,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-038,S/L=0.3,CT,169,272,262,1610.483,867.602,0.6101511,0.00847482944,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-039,S/L=0.3,CT,169,272,262,1699.901,948.736,0.6528440,0.00783697906,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-040,S/L=0.3,CT,169,272,262,1724.000,940.774,0.6643501,0.00789957874,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-041,S/L=0.3,CT,169,272,262,1725.027,950.081,0.6648405,0.0078264066,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-042,S/L=0.3,CT,169,272,262,1798.408,974.854,0.6998764,0.00763165215,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-043,S/L=0.3,CT,169,272,262,1886.714,1053.143,0.7420387,0.00701617251,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-044,S/L=0.3,CT,169,272,262,1966.222,1047.658,0.7800000,0.00705929151,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-045,S/L=0.3,CT,169,272,262,1997.188,1075.949,0.7947847,0.00683688115,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-046,S/L=0.3,CT,169,272,262,2115.385,1094.962,0.8512181,0.00668740929,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-047,S/L=0.3,CT,169,272,262,2231.790,1095.871,0.9067964,0.00668025969,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig169-ct-048,S/L=0.3,CT,169,272,262,2349.319,1093.916,0.9629111,0.0066956292,0.0020,5e-05,4.0,542,2427,292,1564,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig171-cwp-001,S/L=0.3,CWP,171,273,263,823.000,1482.000,0.2439619,0.000417322835,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig171-cwp-002,S/L=0.3,CWP,171,273,263,868.000,1504.000,0.2654131,0.000244094488,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig171-cwp-003,S/L=0.3,CWP,171,273,263,893.870,1466.948,0.2777455,0.000535841051,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig171-cwp-004,S/L=0.3,CWP,171,273,263,915.000,1437.000,0.2878178,0.000771653543,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig171-cwp-005,S/L=0.3,CWP,171,273,263,915.950,1421.558,0.2882705,0.000893245756,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig171-cwp-006,S/L=0.3,CWP,171,273,263,934.000,1396.000,0.2968750,0.00109448819,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig171-cwp-007,S/L=0.3,CWP,171,273,263,934.736,1379.198,0.2972256,0.00122678467,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig171-cwp-008,S/L=0.3,CWP,171,273,263,959.387,1326.279,0.3089770,0.00164347024,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig171-cwp-009,S/L=0.3,CWP,171,273,263,981.000,1351.000,0.3192797,0.0014488189,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig171-cwp-010,S/L=0.3,CWP,171,273,263,982.537,1336.651,0.3200125,0.0015618033,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig171-cwp-011,S/L=0.3,CWP,171,273,263,1001.474,1364.667,0.3290397,0.00134120735,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig171-cwp-012,S/L=0.3,CWP,171,273,263,1002.000,1380.000,0.3292903,0.00122047244,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig171-cwp-013,S/L=0.3,CWP,171,273,263,1024.779,1407.660,0.3401488,0.00100268052,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig171-cwp-014,S/L=0.3,CWP,171,273,263,1025.000,1426.000,0.3402542,0.000858267717,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig171-cwp-015,S/L=0.3,CWP,171,273,263,1080.000,1447.000,0.3664725,0.000692913386,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig171-cwp-016,S/L=0.3,CWP,171,273,263,1119.068,1358.412,0.3850961,0.00139045305,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig171-cwp-017,S/L=0.3,CWP,171,273,263,1120.000,1375.000,0.3855403,0.00125984252,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig171-cwp-018,S/L=0.3,CWP,171,273,263,1168.000,1176.000,0.4084216,0.00282677165,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig171-cwp-019,S/L=0.3,CWP,171,273,263,1169.004,1160.574,0.4089003,0.00294823803,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig171-cwp-020,S/L=0.3,CWP,171,273,263,1212.000,1067.000,0.4293962,0.00368503937,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig171-cwp-021,S/L=0.3,CWP,171,273,263,1308.000,802.000,0.4751589,0.00577165354,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig171-cwp-022,S/L=0.3,CWP,171,273,263,1308.910,785.049,0.4755926,0.00590512699,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig171-cwp-023,S/L=0.3,CWP,171,273,263,1355.000,814.000,0.4975636,0.00567716535,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig171-cwp-024,S/L=0.3,CWP,171,273,263,1355.539,798.373,0.4978204,0.00580021215,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig171-cwp-025,S/L=0.3,CWP,171,273,263,1423.604,869.245,0.5302666,0.00524216313,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig171-cwp-026,S/L=0.3,CWP,171,273,263,1491.000,970.000,0.5623941,0.0044488189,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig171-cwp-027,S/L=0.3,CWP,171,273,263,1492.273,956.057,0.5630010,0.00455860418,0.0020,5e-05,5.0,521,2409,265,1535,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
